STATE,ST_CASE,VEH_NO,MDRMANAV
42,420972,2,0
42,420973,1,0
42,420973,2,0
42,420974,1,99
42,420974,2,99
42,420975,1,0
42,420976,1,0
42,420977,1,99
42,420977,2,0
42,420978,1,0
42,420978,2,4
42,420978,3,4
42,420979,1,4
42,420979,2,4
42,420980,1,0
42,420980,2,0
42,420981,1,0
42,420981,2,0
42,420982,1,99
42,420982,2,4
42,420983,1,0
42,420983,2,4
42,420984,1,99
42,420984,2,4
42,420985,1,0
42,420986,1,0
42,420986,2,0
42,420987,1,0
42,420987,2,0
42,420987,3,4
42,420988,1,0
42,420988,2,0
42,420989,1,0
42,420989,2,0
42,420990,1,0
42,420990,2,0
42,420991,1,0
42,420991,2,0
42,420992,1,0
42,420992,2,4
42,420993,1,0
42,420993,2,4
42,420994,1,0
42,420994,2,0
42,420995,1,0
42,420995,2,0
42,420995,3,0
42,420996,1,0
42,420997,1,0
42,420997,2,0
42,420997,3,0
42,420998,1,0
42,420998,2,0
42,420999,1,0
42,421000,1,0
42,421001,1,0
42,421002,1,4
42,421002,2,4
42,421002,3,4
42,421003,1,99
42,421003,2,0
42,421003,3,4
42,421004,1,0
42,421004,2,0
42,421004,3,4
42,421005,1,0
42,421006,1,92
42,421006,2,0
42,421006,3,4
42,421007,1,4
42,421007,2,4
42,421008,1,0
42,421008,2,0
42,421008,3,0
42,421008,4,0
42,421008,5,0
42,421009,1,0
42,421010,1,0
42,421011,1,0
42,421012,1,0
42,421013,1,5
42,421014,1,0
42,421015,1,0
42,421016,1,3
42,421017,1,0
42,421018,1,5
42,421019,1,0
42,421020,1,0
42,421020,2,0
42,421020,3,0
42,421021,1,0
42,421022,1,0
42,421022,2,4
42,421023,1,0
42,421023,2,0
42,421024,1,0
42,421024,2,4
42,421025,1,0
42,421026,1,4
42,421026,2,0
42,421027,1,5
42,421028,1,4
42,421028,2,0
42,421029,1,0
42,421030,1,5
42,421031,1,0
42,421032,1,0
42,421033,1,0
42,421034,1,0
42,421034,2,99
42,421034,3,4
42,421035,1,0
42,421035,2,0
42,421036,1,4
42,421036,2,0
42,421036,3,0
42,421036,4,0
42,421037,1,0
42,421037,2,4
42,421038,1,3
42,421038,2,4
42,421039,1,0
42,421039,2,4
42,421040,1,0
42,421040,2,4
42,421041,1,0
42,421041,2,0
42,421042,1,0
42,421042,2,0
42,421043,1,0
42,421044,1,0
42,421044,2,0
42,421045,1,0
42,421045,2,0
42,421046,1,0
42,421046,2,99
42,421047,1,0
42,421048,1,0
42,421049,1,0
42,421049,2,0
42,421050,1,0
42,421050,2,0
42,421051,1,0
42,421051,2,0
42,421052,1,0
42,421052,2,0
42,421053,1,0
42,421053,2,99
42,421054,1,0
42,421054,2,0
42,421055,1,0
42,421056,1,99
42,421056,2,4
42,421057,1,0
42,421057,2,0
42,421058,1,0
42,421058,2,4
42,421059,1,0
42,421059,2,0
42,421060,1,0
42,421061,1,0
42,421061,2,0
42,421062,1,0
42,421062,2,0
42,421063,1,0
42,421063,2,4
42,421064,1,0
42,421064,2,0
42,421065,1,0
42,421066,1,0
42,421066,2,0
42,421067,1,4
42,421067,2,4
42,421068,1,0
42,421068,2,0
42,421069,1,0
42,421069,2,99
42,421069,3,4
42,421070,1,0
42,421071,1,0
42,421071,2,0
42,421071,3,0
42,421072,1,0
42,421073,1,3
42,421074,1,0
42,421075,1,4
42,421075,2,4
42,421076,1,5
42,421077,1,0
42,421078,1,0
42,421079,1,0
42,421080,1,0
42,421081,1,0
42,421082,1,0
42,421083,1,0
42,421084,1,5
42,421085,1,0
42,421086,1,0
42,421087,1,5
42,421088,1,0
42,421089,1,0
42,421090,1,0
42,421091,1,0
42,421092,1,0
42,421093,1,0
42,421093,2,4
42,421093,3,4
42,421094,1,4
42,421095,1,0
42,421095,2,0
42,421096,1,0
42,421097,1,0
42,421098,1,0
42,421099,1,0
42,421100,1,0
42,421101,1,0
42,421102,1,99
42,421103,1,0
42,421103,2,0
42,421104,1,0
42,421105,1,0
42,421106,1,0
42,421107,1,0
42,421108,1,0
42,421109,1,0
42,421110,1,0
42,421111,1,0
42,421112,1,0
42,421113,1,0
42,421114,1,0
42,421115,1,0
42,421116,1,0
42,421117,1,0
42,421118,1,0
42,421119,1,0
42,421120,1,0
42,421120,2,0
42,421121,1,99
42,421122,1,0
42,421123,1,0
42,421124,1,0
42,421125,1,0
42,421126,1,0
42,421127,1,0
42,421128,1,0
42,421129,1,0
42,421130,1,0
42,421131,1,0
42,421132,1,0
42,421133,1,99
42,421134,1,0
42,421135,1,0
42,421136,1,0
42,421137,1,0
42,421138,1,99
42,421138,2,4
42,421138,3,99
42,421138,4,99
42,421138,5,99
42,421139,1,0
42,421140,1,0
42,421141,1,0
42,421142,1,0
42,421143,1,0
42,421144,1,5
42,421145,1,0
42,421146,1,0
42,421147,1,0
42,421148,1,0
42,421149,1,0
42,421150,1,0
42,421151,1,0
42,421152,1,0
42,421153,1,0
42,421154,1,0
42,421155,1,0
42,421156,1,0
42,421157,1,0
42,421158,1,0
42,421158,2,0
42,421159,1,0
42,421159,2,0
42,421160,1,0
42,421160,2,0
42,421161,1,0
42,421162,1,0
42,421163,1,0
42,421164,1,0
42,421165,1,0
42,421165,2,0
42,421166,1,0
42,421167,1,0
42,421168,1,0
42,421169,1,0
42,421170,1,0
42,421171,1,0
42,421171,2,0
42,421172,1,0
42,421173,1,0
42,421173,2,0
42,421174,1,0
42,421175,1,0
42,421175,2,0
42,421176,1,0
42,421177,1,0
42,421178,1,0
42,421178,2,0
42,421179,1,0
42,421180,1,0
42,421181,1,4
42,421181,2,0
42,421182,1,0
42,421183,1,0
42,421184,1,0
42,421184,2,0
42,421184,3,0
42,421185,1,0
42,421186,1,0
42,421186,2,0
42,421186,3,0
42,421187,1,0
42,421188,1,0
42,421189,1,0
42,421189,2,4
42,421189,3,4
42,421190,1,0
42,421191,1,0
42,421191,2,0
42,421191,3,0
42,421192,1,0
42,421192,2,0
42,421193,1,0
42,421194,1,0
42,421194,2,4
42,421195,1,0
42,421195,2,0
42,421196,1,0
42,421196,2,99
42,421197,1,0
42,421197,2,4
42,421198,1,0
42,421198,2,4
42,421199,1,0
42,421200,1,0
42,421201,1,0
42,421202,1,0
42,421203,1,0
42,421204,1,0
42,421205,1,5
42,421206,1,0
42,421207,1,0
42,421208,1,0
42,421209,1,99
42,421209,2,0
42,421209,3,0
42,421209,4,0
42,421210,1,0
42,421211,1,0
42,421212,1,0
42,421212,2,95
42,421213,1,0
42,421213,2,0
42,421214,1,99
42,421214,2,0
42,421214,3,0
42,421214,4,0
42,421214,5,4
42,421214,6,0
44,440001,1,0
44,440002,1,0
44,440002,2,0
44,440003,1,0
44,440004,1,0
44,440005,1,4
44,440005,2,0
44,440006,1,0
44,440007,1,0
44,440008,1,0
44,440009,1,4
44,440009,2,0
44,440010,1,0
44,440011,1,0
44,440011,2,0
44,440012,1,0
44,440013,1,0
44,440014,1,0
44,440014,2,0
44,440015,1,0
44,440016,1,0
44,440017,1,0
44,440017,2,0
44,440018,1,4
44,440019,1,0
44,440020,1,0
44,440021,1,0
44,440022,1,0
44,440022,2,0
44,440023,1,98
44,440024,1,0
44,440025,1,0
44,440026,1,0
44,440026,2,0
44,440027,1,92
44,440027,2,4
44,440028,1,0
44,440028,2,0
44,440029,1,0
44,440030,1,0
44,440031,1,0
44,440032,1,0
44,440033,1,0
44,440034,1,0
44,440035,1,0
44,440036,1,0
44,440037,1,0
44,440037,2,4
44,440038,1,0
44,440039,1,0
44,440039,2,0
44,440040,1,0
44,440041,1,99
44,440041,2,0
44,440042,1,0
44,440043,1,0
44,440044,1,0
44,440045,1,0
44,440046,1,92
44,440046,2,4
44,440046,3,0
44,440047,1,0
44,440048,1,0
44,440049,1,0
44,440049,2,0
44,440049,3,4
44,440050,1,92
44,440050,2,95
44,440051,1,0
44,440052,1,0
44,440053,1,0
44,440054,1,0
44,440055,1,0
44,440055,2,0
44,440056,1,0
44,440056,2,4
44,440057,1,0
44,440057,2,0
44,440057,3,0
44,440057,4,0
44,440058,1,0
44,440058,2,0
44,440058,3,0
44,440058,4,0
44,440059,1,0
44,440060,1,0
44,440061,1,0
44,440062,1,0
45,450001,1,98
45,450001,2,98
45,450001,3,98
45,450002,1,0
45,450003,1,0
45,450004,1,0
45,450005,1,0
45,450006,1,98
45,450006,2,98
45,450007,1,98
45,450007,2,98
45,450008,1,0
45,450009,1,0
45,450010,1,98
45,450010,2,98
45,450011,1,98
45,450011,2,98
45,450012,1,98
45,450013,1,0
45,450014,1,98
45,450014,2,98
45,450015,1,0
45,450016,1,0
45,450017,1,0
45,450018,1,0
45,450019,1,98
45,450019,2,98
45,450019,3,4
45,450019,4,98
45,450020,1,0
45,450021,1,98
45,450021,2,0
45,450021,3,98
45,450022,1,0
45,450023,1,0
45,450024,1,98
45,450024,2,98
45,450025,1,0
45,450026,1,98
45,450027,1,0
45,450028,1,95
45,450028,2,98
45,450029,1,0
45,450030,1,0
45,450031,1,0
45,450032,1,0
45,450033,1,0
45,450034,1,0
45,450035,1,0
45,450036,1,0
45,450037,1,0
45,450038,1,0
45,450039,1,0
45,450040,1,0
45,450041,1,0
45,450042,1,0
45,450042,2,98
45,450043,1,98
45,450043,2,98
45,450044,1,98
45,450044,2,98
45,450045,1,0
45,450046,1,0
45,450047,1,0
45,450048,1,0
45,450049,1,0
45,450050,1,98
45,450051,1,0
45,450052,1,4
45,450052,2,98
45,450052,3,98
45,450053,1,0
45,450054,1,92
45,450055,1,98
45,450055,2,98
45,450056,1,0
45,450057,1,0
45,450058,1,0
45,450059,1,98
45,450059,2,0
45,450060,1,95
45,450060,2,98
45,450060,3,98
45,450060,4,98
45,450061,1,98
45,450061,2,98
45,450062,1,98
45,450063,1,0
45,450064,1,98
45,450064,2,98
45,450065,1,98
45,450065,2,98
45,450065,3,98
45,450066,1,98
45,450066,2,98
45,450067,1,98
45,450067,2,98
45,450068,1,98
45,450068,2,98
45,450069,1,0
45,450070,1,0
45,450071,1,0
45,450071,2,98
45,450071,3,98
45,450072,1,98
45,450072,2,98
45,450073,1,0
45,450073,2,98
45,450073,3,98
45,450074,1,98
45,450074,2,98
45,450075,1,0
45,450076,1,98
45,450076,2,98
45,450077,1,98
45,450077,2,98
45,450078,1,0
45,450079,1,0
45,450080,1,0
45,450081,1,0
45,450082,1,0
45,450083,1,0
45,450084,1,0
45,450085,1,98
45,450085,2,98
45,450085,3,98
45,450086,1,0
45,450087,1,98
45,450087,2,98
45,450088,1,0
45,450089,1,0
45,450090,1,0
45,450091,1,0
45,450092,1,0
45,450093,1,0
45,450094,1,0
45,450095,1,98
45,450096,1,0
45,450097,1,98
45,450097,2,98
45,450098,1,0
45,450099,1,0
45,450100,1,0
45,450101,1,0
45,450102,1,4
45,450102,2,98
45,450103,1,4
45,450104,1,0
45,450105,1,98
45,450105,2,98
45,450106,1,0
45,450107,1,0
45,450108,1,0
45,450109,1,0
45,450110,1,0
45,450111,1,98
45,450112,1,0
45,450113,1,0
45,450114,1,0
45,450115,1,0
45,450116,1,98
45,450116,2,98
45,450117,1,0
45,450118,1,98
45,450118,2,98
45,450119,1,98
45,450119,2,98
45,450120,1,98
45,450120,2,98
45,450121,1,98
45,450121,2,98
45,450121,3,98
45,450122,1,98
45,450122,2,98
45,450123,1,98
45,450124,1,0
45,450125,1,0
45,450126,1,0
45,450127,1,0
45,450128,1,0
45,450129,1,0
45,450130,1,0
45,450131,1,0
45,450132,1,98
45,450132,2,98
45,450133,1,98
45,450133,2,98
45,450134,1,0
45,450135,1,98
45,450135,2,98
45,450136,1,0
45,450137,1,98
45,450137,2,98
45,450138,1,98
45,450138,2,98
45,450139,1,0
45,450140,1,92
45,450140,2,4
45,450141,1,98
45,450141,2,98
45,450142,1,98
45,450142,2,98
45,450143,1,98
45,450143,2,98
45,450144,1,98
45,450144,2,98
45,450144,3,98
45,450145,1,98
45,450145,2,98
45,450146,1,98
45,450146,2,0
45,450147,1,98
45,450147,2,98
45,450148,1,0
45,450149,1,0
45,450150,1,0
45,450151,1,0
45,450152,1,95
45,450153,1,0
45,450154,1,98
45,450154,2,98
45,450155,1,98
45,450155,2,98
45,450156,1,0
45,450157,1,98
45,450157,2,98
45,450158,1,0
45,450159,1,98
45,450160,1,98
45,450160,2,98
45,450161,1,0
45,450162,1,0
45,450163,1,0
45,450164,1,0
45,450165,1,0
45,450166,1,0
45,450167,1,98
45,450167,2,98
45,450168,1,98
45,450168,2,98
45,450169,1,98
45,450169,2,98
45,450170,1,0
45,450171,1,4
45,450172,1,5
45,450172,2,95
45,450173,1,98
45,450174,1,0
45,450175,1,98
45,450175,2,98
45,450176,1,0
45,450177,1,98
45,450177,2,98
45,450178,1,0
45,450179,1,0
45,450180,1,0
45,450181,1,98
45,450182,1,0
45,450183,1,0
45,450184,1,0
45,450185,1,0
45,450186,1,98
45,450186,2,98
45,450187,1,0
45,450188,1,98
45,450188,2,98
45,450189,1,0
45,450190,1,0
45,450191,1,0
45,450192,1,98
45,450192,2,98
45,450193,1,0
45,450194,1,0
45,450195,1,0
45,450196,1,0
45,450197,1,0
45,450198,1,98
45,450198,2,98
45,450199,1,0
45,450200,1,4
45,450200,2,98
45,450201,1,98
45,450201,2,98
45,450202,1,0
45,450203,1,0
45,450204,1,0
45,450205,1,98
45,450205,2,98
45,450206,1,0
45,450207,1,98
45,450207,2,98
45,450207,3,98
45,450208,1,4
45,450208,2,95
45,450209,1,0
45,450210,1,0
45,450211,1,0
45,450212,1,4
45,450212,2,98
45,450213,1,98
45,450213,2,98
45,450214,1,0
45,450215,1,0
45,450216,1,98
45,450216,2,4
45,450217,1,98
45,450217,2,98
45,450218,1,0
45,450219,1,0
45,450220,1,0
45,450221,1,0
45,450222,1,0
45,450223,1,0
45,450224,1,98
45,450224,2,98
45,450225,1,98
45,450225,2,98
45,450225,3,99
45,450226,1,98
45,450226,2,98
45,450227,1,98
45,450227,2,98
45,450228,1,0
45,450229,1,0
45,450230,1,98
45,450231,1,0
45,450232,1,0
45,450233,1,0
45,450234,1,0
45,450235,1,98
45,450235,2,98
45,450236,1,98
45,450236,2,98
45,450236,3,98
45,450236,4,98
45,450237,1,0
45,450238,1,98
45,450238,2,98
45,450239,1,0
45,450240,1,98
45,450240,2,98
45,450241,1,98
45,450241,2,98
45,450242,1,98
45,450243,1,0
45,450244,1,0
45,450245,1,0
45,450246,1,98
45,450246,2,98
45,450247,1,4
45,450247,2,98
45,450248,1,0
45,450249,1,98
45,450249,2,98
45,450250,1,0
45,450251,1,0
45,450252,1,4
45,450252,2,98
45,450253,1,0
45,450254,1,0
45,450255,1,98
45,450255,2,98
45,450255,3,98
45,450256,1,98
45,450256,2,98
45,450256,3,98
45,450257,1,98
45,450258,1,0
45,450259,1,0
45,450260,1,0
45,450261,1,98
45,450261,2,98
45,450262,1,5
45,450262,2,98
45,450263,1,0
45,450264,1,0
45,450265,1,0
45,450266,1,0
45,450267,1,98
45,450267,2,98
45,450268,1,98
45,450268,2,98
45,450269,1,0
45,450270,1,98
45,450270,2,98
45,450271,1,0
45,450272,1,0
45,450273,1,0
45,450274,1,98
45,450274,2,98
45,450275,1,98
45,450276,1,0
45,450277,1,98
45,450277,2,98
45,450278,1,0
45,450279,1,0
45,450280,1,0
45,450281,1,0
45,450282,1,98
45,450282,2,4
45,450283,1,0
45,450284,1,0
45,450285,1,98
45,450285,2,98
45,450286,1,98
45,450286,2,98
45,450287,1,0
45,450288,1,0
45,450289,1,0
45,450290,1,0
45,450291,1,98
45,450291,2,98
45,450291,3,98
45,450292,1,98
45,450292,2,98
45,450292,3,98
45,450293,1,0
45,450294,1,98
45,450294,2,98
45,450295,1,0
45,450296,1,0
45,450297,1,0
45,450298,1,0
45,450299,1,0
45,450300,1,0
45,450301,1,98
45,450301,2,98
45,450302,1,0
45,450303,1,0
45,450304,1,98
45,450304,2,98
45,450305,1,0
45,450306,1,98
45,450306,2,98
45,450307,1,0
45,450308,1,98
45,450308,2,98
45,450309,1,0
45,450310,1,98
45,450310,2,98
45,450310,3,98
45,450311,1,0
45,450312,1,98
45,450312,2,98
45,450313,1,0
45,450314,1,0
45,450315,1,98
45,450315,2,98
45,450316,1,4
45,450316,2,98
45,450317,1,0
45,450318,1,0
45,450319,1,0
45,450320,1,0
45,450321,1,0
45,450322,1,0
45,450323,1,98
45,450323,2,98
45,450324,1,0
45,450325,1,0
45,450326,1,98
45,450326,2,98
45,450327,1,0
45,450328,1,0
45,450329,1,0
45,450330,1,4
45,450330,2,98
45,450331,1,98
45,450331,2,98
45,450332,1,0
45,450333,1,98
45,450333,2,98
45,450334,1,98
45,450334,2,98
45,450335,1,98
45,450335,2,98
45,450336,1,0
45,450337,1,0
45,450338,1,98
45,450338,2,98
45,450339,1,98
45,450339,2,98
45,450340,1,0
45,450341,1,98
45,450341,2,98
45,450341,3,98
45,450342,1,0
45,450343,1,0
45,450344,1,98
45,450344,2,98
45,450345,1,0
45,450346,1,0
45,450347,1,0
45,450348,1,0
45,450349,1,98
45,450349,2,98
45,450350,1,98
45,450350,2,98
45,450351,1,0
45,450352,1,0
45,450353,1,98
45,450353,2,98
45,450354,1,98
45,450354,2,98
45,450354,3,98
45,450355,1,0
45,450356,1,0
45,450357,1,0
45,450358,1,0
45,450359,1,0
45,450360,1,98
45,450360,2,98
45,450361,1,0
45,450362,1,0
45,450363,1,98
45,450363,2,98
45,450364,1,98
45,450364,2,98
45,450365,1,0
45,450366,1,0
45,450367,1,0
45,450368,1,0
45,450369,1,98
45,450369,2,0
45,450370,1,0
45,450371,1,0
45,450372,1,0
45,450373,1,0
45,450374,1,0
45,450375,1,0
45,450376,1,0
45,450377,1,98
45,450377,2,4
45,450378,1,98
45,450378,2,98
45,450378,3,98
45,450378,4,98
45,450378,5,98
45,450378,6,98
45,450379,1,0
45,450380,1,98
45,450380,2,98
45,450381,1,98
45,450381,2,4
45,450382,1,0
45,450383,1,0
45,450384,1,98
45,450384,2,98
45,450385,1,4
45,450385,2,98
45,450386,1,4
45,450387,1,98
45,450387,2,4
45,450387,3,4
45,450388,1,0
45,450389,1,98
45,450389,2,98
45,450390,1,98
45,450391,1,0
45,450392,1,0
45,450393,1,0
45,450394,1,98
45,450394,2,98
45,450395,1,98
45,450395,2,98
45,450396,1,0
45,450397,1,0
45,450398,1,0
45,450399,1,4
45,450399,2,98
45,450400,1,4
45,450400,2,98
45,450401,1,98
45,450401,2,98
45,450402,1,0
45,450403,1,0
45,450404,1,4
45,450404,2,98
45,450405,1,0
45,450406,1,0
45,450407,1,0
45,450408,1,0
45,450409,1,98
45,450409,2,98
45,450410,1,0
45,450411,1,0
45,450412,1,98
45,450412,2,98
45,450413,1,98
45,450413,2,98
45,450414,1,98
45,450414,2,98
45,450415,1,0
45,450416,1,0
45,450417,1,0
45,450418,1,98
45,450418,2,98
45,450419,1,0
45,450420,1,0
45,450421,1,0
45,450422,1,98
45,450422,2,95
45,450423,1,98
45,450423,2,98
45,450424,1,98
45,450424,2,4
45,450425,1,98
45,450425,2,98
45,450426,1,98
45,450426,2,98
45,450427,1,0
45,450428,1,0
45,450429,1,0
45,450430,1,0
45,450431,1,0
45,450432,1,0
45,450433,1,0
45,450434,1,0
45,450435,1,0
45,450436,1,0
45,450437,1,0
45,450438,1,0
45,450439,1,0
45,450440,1,0
45,450441,1,0
45,450442,1,98
45,450442,2,98
45,450443,1,98
45,450443,2,98
45,450444,1,0
45,450445,1,0
45,450446,1,0
45,450447,1,0
45,450448,1,0
45,450449,1,98
45,450449,2,98
45,450450,1,5
45,450451,1,0
45,450452,1,98
45,450452,2,98
45,450452,3,98
45,450452,4,98
45,450453,1,0
45,450454,1,98
45,450454,2,98
45,450455,1,0
45,450456,1,98
45,450456,2,98
45,450457,1,98
45,450457,2,98
45,450458,1,0
45,450459,1,0
45,450460,1,0
45,450461,1,0
45,450462,1,0
45,450463,1,0
45,450464,1,98
45,450464,2,98
45,450465,1,0
45,450466,1,98
45,450466,2,98
45,450467,1,0
45,450468,1,95
45,450468,2,98
45,450469,1,0
45,450470,1,98
45,450470,2,98
45,450470,3,98
45,450471,1,0
45,450472,1,0
45,450473,1,92
45,450474,1,98
45,450474,2,98
45,450474,3,4
45,450475,1,0
45,450476,1,0
45,450477,1,0
45,450478,1,0
45,450479,1,0
45,450480,1,98
45,450480,2,98
45,450481,1,0
45,450483,1,0
45,450484,1,0
45,450485,1,0
45,450486,1,0
45,450487,1,98
45,450487,2,98
45,450488,1,0
45,450489,1,98
45,450489,2,98
45,450490,1,98
45,450490,2,98
45,450491,1,0
45,450492,1,0
45,450493,1,98
45,450493,2,98
45,450494,1,98
45,450494,2,98
45,450495,1,0
45,450496,2,98
45,450497,1,98
45,450497,2,98
45,450498,1,98
45,450498,2,98
45,450499,1,95
45,450499,2,5
45,450500,1,0
45,450501,1,0
45,450502,1,4
45,450502,2,98
45,450503,1,0
45,450504,1,4
45,450504,2,98
45,450505,1,0
45,450506,1,98
45,450506,2,98
45,450506,3,98
45,450507,1,98
45,450507,2,98
45,450508,1,0
45,450509,2,98
45,450510,1,0
45,450511,1,0
45,450512,1,0
45,450513,1,98
45,450513,2,98
45,450514,1,98
45,450514,2,98
45,450515,1,98
45,450515,2,98
45,450516,1,98
45,450516,2,98
45,450517,1,0
45,450518,1,0
45,450519,1,98
45,450519,2,0
45,450519,3,98
45,450520,1,0
45,450521,1,0
45,450522,1,0
45,450523,1,98
45,450523,2,4
45,450523,3,98
45,450524,1,98
45,450525,1,0
45,450526,1,4
45,450526,2,98
45,450527,1,0
45,450528,1,98
45,450528,2,98
45,450529,1,0
45,450530,1,0
45,450531,1,0
45,450532,1,98
45,450532,2,98
45,450533,1,3
45,450534,1,98
45,450534,2,98
45,450535,1,4
45,450535,2,98
45,450536,1,98
45,450536,2,98
45,450537,1,0
45,450538,1,0
45,450539,1,98
45,450539,2,98
45,450540,1,98
45,450540,2,98
45,450541,1,0
45,450542,1,0
45,450543,1,0
45,450544,1,0
45,450545,1,98
45,450545,2,98
45,450546,1,98
45,450546,2,98
45,450547,1,98
45,450547,2,98
45,450547,3,98
45,450548,1,98
45,450548,2,98
45,450549,1,98
45,450549,2,98
45,450549,3,98
45,450550,1,98
45,450551,1,95
45,450552,1,98
45,450552,2,98
45,450553,1,98
45,450553,2,98
45,450554,1,5
45,450555,1,0
45,450556,1,0
45,450557,1,0
45,450558,1,0
45,450559,1,0
45,450560,1,98
45,450560,2,98
45,450560,3,98
45,450561,1,98
45,450561,2,98
45,450562,1,98
45,450562,2,98
45,450563,1,0
45,450564,1,0
45,450565,1,0
45,450566,1,0
45,450567,1,98
45,450567,2,98
45,450568,1,98
45,450568,2,98
45,450568,3,98
45,450569,1,0
45,450570,1,0
45,450571,1,0
45,450572,1,0
45,450573,1,0
45,450574,1,0
45,450575,1,98
45,450575,2,98
45,450576,1,0
45,450577,1,0
45,450578,1,98
45,450578,2,98
45,450578,3,98
45,450579,1,4
45,450580,1,98
45,450580,2,4
45,450581,1,0
45,450582,1,95
45,450582,3,98
45,450583,1,98
45,450583,2,98
45,450584,1,98
45,450584,2,98
45,450584,3,4
45,450585,1,98
45,450585,2,98
45,450585,3,4
45,450586,1,98
45,450586,2,98
45,450587,1,98
45,450587,2,98
45,450588,1,0
45,450589,1,98
45,450589,2,4
45,450590,1,0
45,450591,1,0
45,450592,1,0
45,450593,1,98
45,450593,2,98
45,450593,3,98
45,450594,1,0
45,450595,1,0
45,450596,1,0
45,450597,1,0
45,450598,1,98
45,450598,2,98
45,450599,1,98
45,450599,2,98
45,450600,1,0
45,450601,1,0
45,450602,1,0
45,450603,1,0
45,450604,1,0
45,450605,1,0
45,450606,1,0
45,450607,1,0
45,450608,1,0
45,450609,1,98
45,450609,2,98
45,450610,1,0
45,450611,1,0
45,450612,1,0
45,450613,1,98
45,450613,2,98
45,450613,3,98
45,450614,1,98
45,450614,2,98
45,450615,1,0
45,450616,1,0
45,450617,1,0
45,450618,1,0
45,450619,1,98
45,450619,2,98
45,450620,1,0
45,450621,1,0
45,450622,1,0
45,450623,1,0
45,450624,1,0
45,450625,1,98
45,450625,2,98
45,450626,1,0
45,450627,1,98
45,450627,2,98
45,450628,1,0
45,450629,1,98
45,450629,2,98
45,450630,1,0
45,450631,1,98
45,450631,2,98
45,450632,1,0
45,450633,1,98
45,450634,1,4
45,450634,2,98
45,450635,1,0
45,450636,1,98
45,450636,2,98
45,450637,1,0
45,450638,1,0
45,450639,1,98
45,450640,1,98
45,450640,2,98
45,450641,1,0
45,450642,1,0
45,450643,1,98
45,450643,2,98
45,450643,3,98
45,450643,4,98
45,450644,1,98
45,450644,2,98
45,450645,1,0
45,450646,1,0
45,450647,1,98
45,450648,1,0
45,450649,1,98
45,450650,1,98
45,450650,2,4
45,450651,1,0
45,450652,1,98
45,450653,1,0
45,450654,1,0
45,450655,1,0
45,450656,1,98
45,450656,2,4
45,450656,3,98
45,450656,4,98
45,450657,1,0
45,450658,1,98
45,450659,1,0
45,450660,1,0
45,450661,1,0
45,450662,1,98
45,450662,2,98
45,450663,1,98
45,450664,1,98
45,450664,2,98
45,450665,1,98
45,450665,2,98
45,450666,1,0
45,450667,1,0
45,450668,1,98
45,450668,2,4
45,450669,1,0
45,450670,1,98
45,450670,2,98
45,450671,1,0
45,450672,1,0
45,450673,1,98
45,450674,1,98
45,450674,2,98
45,450675,1,98
45,450675,2,98
45,450675,3,98
45,450675,4,98
45,450675,5,98
45,450676,1,98
45,450676,2,98
45,450677,1,98
45,450678,1,98
45,450679,1,98
45,450679,2,98
45,450680,1,98
45,450681,1,0
45,450682,1,0
45,450683,1,0
45,450684,1,4
45,450684,2,4
45,450685,1,0
45,450686,1,98
45,450686,2,98
45,450687,1,98
45,450687,2,98
45,450688,1,0
45,450689,1,0
45,450690,1,0
45,450691,1,0
45,450692,1,98
45,450692,2,98
45,450693,1,98
45,450693,2,98
45,450694,1,0
45,450695,1,98
45,450695,2,98
45,450696,1,98
45,450697,1,98
45,450698,1,0
45,450699,1,0
45,450700,1,0
45,450701,1,0
45,450702,1,98
45,450702,2,98
45,450703,1,98
45,450704,1,98
45,450704,2,98
45,450704,3,98
45,450705,1,98
45,450705,2,98
45,450706,1,98
45,450707,1,0
45,450708,1,98
45,450708,2,98
45,450709,1,98
45,450709,2,98
45,450710,1,0
45,450711,1,0
45,450712,1,0
45,450713,1,98
45,450713,2,4
45,450714,1,98
45,450715,1,98
45,450715,2,98
45,450716,1,0
45,450717,1,98
45,450717,2,98
45,450718,1,0
45,450718,2,98
45,450719,1,98
45,450720,1,98
45,450721,1,0
45,450722,1,98
45,450722,2,98
45,450723,1,98
45,450723,2,1
45,450724,1,0
45,450725,1,98
45,450726,1,0
45,450727,1,0
45,450728,1,0
45,450729,1,98
45,450729,2,98
45,450730,1,98
45,450730,2,98
45,450731,1,0
45,450732,1,0
45,450733,1,98
45,450734,1,4
45,450734,2,4
45,450735,1,0
45,450736,1,98
45,450737,1,98
45,450737,2,98
45,450738,1,98
45,450738,2,98
45,450739,1,4
45,450739,2,98
45,450740,1,98
45,450740,2,98
45,450741,1,98
45,450741,2,98
45,450742,1,98
45,450743,1,98
45,450743,2,98
45,450744,1,0
45,450745,1,98
45,450746,1,0
45,450747,1,0
45,450748,1,0
45,450749,1,98
45,450749,2,98
45,450750,1,0
45,450751,1,98
45,450751,2,98
45,450752,1,0
45,450753,1,0
45,450754,1,0
45,450755,1,0
45,450756,1,98
45,450756,2,98
45,450757,1,0
45,450759,1,98
45,450759,2,98
45,450759,3,98
45,450761,1,4
45,450761,2,98
45,450762,1,98
45,450762,2,98
45,450763,1,98
45,450763,2,98
45,450764,1,0
45,450765,1,0
45,450766,1,0
45,450767,1,0
45,450768,1,0
45,450769,1,98
